Gene_ID,Tumor_Mean,Normal_Mean,Log2FC,P_value,T_stat,-log10(P),Significant
54725,8.916662162162163,7.12068918918919,0.2882524355628173,4.866728317680555e-47,17.38141888741684,46.31276289732039,Not Significant
11265,9.269527027027028,6.220891891891892,0.5081207900802869,7.021943645796719e-45,16.803419709235516,44.15354266026197,Not Significant
9674,11.695972972972973,10.467189189189188,0.14685915747231038,2.9718690740869395e-41,15.831653829958729,40.526970327365724,Not Significant
56171,8.61143918918919,5.978364864864865,0.4618634411362166,3.9674890208193996e-41,15.797973433056377,40.401484266388906,Not Significant
16019,7.313202702702702,4.994121621621622,0.47185603288301925,6.996856103624907e-41,15.731827630562025,40.155097057636276,Not Significant
57269,10.192777027027027,7.860101351351352,0.3371729190505821,1.5768245403766107e-40,15.637054236158226,39.80221662968041,Not Significant
24670,15.659695945945945,13.390783783783784,0.21121690091925682,5.593488728982651e-40,15.48926974368289,39.25231723269619,Not Significant
19118,10.16085810810811,8.201054054054055,0.27857690579316907,7.500017389884161e-40,15.455018498215171,39.12493772963204,Not Significant
31926,9.016695945945946,6.7395270270270276,0.37208939815842657,8.758330903907677e-40,15.436903310851447,39.057578650485944,Not Significant
42354,7.79004054054054,5.4658175675675675,0.443037016703109,9.761489171044369e-40,15.424236692212101,39.010483923170106,Not Significant
21691,6.5815743243243245,4.395033783783783,0.4908654631918852,1.0115378254576688e-39,15.420076716146184,38.995017872576426,Not Significant
11951,11.747729729729729,10.478027027027027,0.15136566073516722,1.0310462147770465e-39,15.417845255805073,38.98672186781752,Not Significant
25515,11.014283783783783,9.036493243243243,0.25949536778641047,1.538005284823419e-39,15.371121549328723,38.81304217222919,Not Significant
49770,10.452871621621622,7.867979729729728,0.36903199840341827,2.016476071625022e-39,15.339466956265914,38.69540692715147,Not Significant
24739,7.0454391891891905,4.892283783783784,0.4493442627572173,2.2084626507078378e-39,15.32883717394546,38.65590994108689,Not Significant
28303,5.501844594594595,6.680898648648649,-0.24042603952606134,3.13679074546209e-39,-15.28781594827423,38.50351445201385,Not Significant
8128,8.073081081081082,6.311641891891893,0.3113971392659627,4.5891159715090163e-39,15.243323161788059,38.33827096711466,Not Significant
36151,7.895425675675677,5.601222972972973,0.4303303153345035,6.026213201136534e-39,15.21145737020402,38.21995550750514,Not Significant
16328,10.801283783783783,7.160574324324323,0.5322012146246018,1.0183432695197204e-38,15.150069853034244,37.99210580261912,Not Significant
34432,6.407398648648648,8.461304054054054,-0.35307206258983737,2.0226434425686576e-38,-15.069732341766368,37.69408066916834,Not Significant
57014,9.070175675675676,7.210074324324325,0.29462166395530076,4.0569124861647396e-38,14.988196385272666,37.391804360593845,Not Significant
15400,6.924635135135135,4.8699054054054045,0.43300725820265296,1.0144778266156692e-37,14.880742157225443,36.99375744087676,Not Significant
30991,6.8229729729729724,5.239716216216217,0.3262365642480427,1.4045837756003227e-37,14.842571997770484,36.85245235244255,Not Significant
55696,8.271756756756755,6.3230878378378375,0.34039061737935317,2.8296729252361776e-37,14.760357605788382,36.548263760579665,Not Significant
30929,7.152310810810812,5.467452702702703,0.3340114576638924,5.017235796038788e-37,14.693085231009057,36.29953548786759,Not Significant
24013,7.06927027027027,9.899587837837835,-0.43376346426036116,6.18776406973476e-37,-14.668443130144514,36.20846625366137,Not Significant
12130,9.283155405405406,11.526804054054054,-0.28473536271367506,1.1931068382254052e-36,-14.591247181902851,35.92332066515259,Not Significant
18419,10.24031081081081,11.874,-0.19577844525054822,1.2759127579709109e-36,-14.583354388292221,35.89417901999349,Not Significant
